user_id,category,questions,score
675b73a2f8ca714cdf307be7,Weight Control,i choose foods that help me control my weight,3
675b73a2f8ca714cdf307be7,Convenience,i choose foods that are convenient to prepare,3
675b73a2f8ca714cdf307be7,Sensory Appeal,i choose foods for their taste,4
675b73a2f8ca714cdf307be7,Natural Content,i choose foods for ecologicalsustainability reasons,3
675b73a2f8ca714cdf307be7,Ethical Concern,i choose foods for ethical or religious reasons,3
675b73a2f8ca714cdf307be7,Familiarity,i choose foods that are familiartraditional,4
675b73a2f8ca714cdf307be7,Price,i choose foods based on price,3
675b73a2f8ca714cdf307be7,Mood,i choose foods that improve my mood,3
60aff9a6354c706f21c27da1,Health,i choose foods because they keep me healthy,4
60aff9a6354c706f21c27da1,Weight Control,i choose foods that help me control my weight,4
60aff9a6354c706f21c27da1,Convenience,i choose foods that are convenient to prepare,4
60aff9a6354c706f21c27da1,Sensory Appeal,i choose foods for their taste,4
60aff9a6354c706f21c27da1,Natural Content,i choose foods for ecologicalsustainability reasons,3
60aff9a6354c706f21c27da1,Ethical Concern,i choose foods for ethical or religious reasons,1
60aff9a6354c706f21c27da1,Familiarity,i choose foods that are familiartraditional,3
60aff9a6354c706f21c27da1,Price,i choose foods based on price,4
60aff9a6354c706f21c27da1,Mood,i choose foods that improve my mood,2
5c0bac19796adb00017dffcf,Health,i choose foods because they keep me healthy,3
5c0bac19796adb00017dffcf,Weight Control,i choose foods that help me control my weight,3
5c0bac19796adb00017dffcf,Convenience,i choose foods that are convenient to prepare,2
5c0bac19796adb00017dffcf,Sensory Appeal,i choose foods for their taste,4
5c0bac19796adb00017dffcf,Natural Content,i choose foods for ecologicalsustainability reasons,2
5c0bac19796adb00017dffcf,Ethical Concern,i choose foods for ethical or religious reasons,2
5c0bac19796adb00017dffcf,Familiarity,i choose foods that are familiartraditional,3
5c0bac19796adb00017dffcf,Price,i choose foods based on price,2
5c0bac19796adb00017dffcf,Mood,i choose foods that improve my mood,3
668d34fe01607b469ec4e668,Health,i choose foods because they keep me healthy,3
668d34fe01607b469ec4e668,Weight Control,i choose foods that help me control my weight,3
668d34fe01607b469ec4e668,Convenience,i choose foods that are convenient to prepare,3
668d34fe01607b469ec4e668,Sensory Appeal,i choose foods for their taste,3
668d34fe01607b469ec4e668,Natural Content,i choose foods for ecologicalsustainability reasons,2
668d34fe01607b469ec4e668,Ethical Concern,i choose foods for ethical or religious reasons,2
668d34fe01607b469ec4e668,Familiarity,i choose foods that are familiartraditional,3
668d34fe01607b469ec4e668,Price,i choose foods based on price,4
668d34fe01607b469ec4e668,Mood,i choose foods that improve my mood,3
5c77e56ad5dd7600016c00d3,Health,i choose foods because they keep me healthy,1
5c77e56ad5dd7600016c00d3,Weight Control,i choose foods that help me control my weight,2
5c77e56ad5dd7600016c00d3,Convenience,i choose foods that are convenient to prepare,2
5c77e56ad5dd7600016c00d3,Sensory Appeal,i choose foods for their taste,4
5c77e56ad5dd7600016c00d3,Natural Content,i choose foods for ecologicalsustainability reasons,4
5c77e56ad5dd7600016c00d3,Ethical Concern,i choose foods for ethical or religious reasons,1
5c77e56ad5dd7600016c00d3,Familiarity,i choose foods that are familiartraditional,4
5c77e56ad5dd7600016c00d3,Price,i choose foods based on price,3
5c77e56ad5dd7600016c00d3,Mood,i choose foods that improve my mood,3
588cbd070288bf0001ddc81d,Health,i choose foods because they keep me healthy,3
588cbd070288bf0001ddc81d,Weight Control,i choose foods that help me control my weight,3
588cbd070288bf0001ddc81d,Convenience,i choose foods that are convenient to prepare,3
588cbd070288bf0001ddc81d,Sensory Appeal,i choose foods for their taste,4
588cbd070288bf0001ddc81d,Natural Content,i choose foods for ecologicalsustainability reasons,2
588cbd070288bf0001ddc81d,Ethical Concern,i choose foods for ethical or religious reasons,1
588cbd070288bf0001ddc81d,Familiarity,i choose foods that are familiartraditional,3
588cbd070288bf0001ddc81d,Price,i choose foods based on price,4
588cbd070288bf0001ddc81d,Mood,i choose foods that improve my mood,4
6229dc51dff340226697778e,Health,i choose foods because they keep me healthy,1
6229dc51dff340226697778e,Weight Control,i choose foods that help me control my weight,2
6229dc51dff340226697778e,Convenience,i choose foods that are convenient to prepare,2
6229dc51dff340226697778e,Sensory Appeal,i choose foods for their taste,3
6229dc51dff340226697778e,Natural Content,i choose foods for ecologicalsustainability reasons,1
6229dc51dff340226697778e,Ethical Concern,i choose foods for ethical or religious reasons,1
6229dc51dff340226697778e,Familiarity,i choose foods that are familiartraditional,2
6229dc51dff340226697778e,Price,i choose foods based on price,3
6229dc51dff340226697778e,Mood,i choose foods that improve my mood,1
66c899b1030e66c3354849f0,Health,i choose foods because they keep me healthy,4
66c899b1030e66c3354849f0,Weight Control,i choose foods that help me control my weight,4
66c899b1030e66c3354849f0,Convenience,i choose foods that are convenient to prepare,3
66c899b1030e66c3354849f0,Sensory Appeal,i choose foods for their taste,3
66c899b1030e66c3354849f0,Natural Content,i choose foods for ecologicalsustainability reasons,2
66c899b1030e66c3354849f0,Ethical Concern,i choose foods for ethical or religious reasons,1
66c899b1030e66c3354849f0,Familiarity,i choose foods that are familiartraditional,2
66c899b1030e66c3354849f0,Price,i choose foods based on price,3
66c899b1030e66c3354849f0,Mood,i choose foods that improve my mood,4
663127d07fb81f5532bcfdad,Health,i choose foods because they keep me healthy,3
663127d07fb81f5532bcfdad,Weight Control,i choose foods that help me control my weight,3
663127d07fb81f5532bcfdad,Convenience,i choose foods that are convenient to prepare,2
663127d07fb81f5532bcfdad,Sensory Appeal,i choose foods for their taste,3
663127d07fb81f5532bcfdad,Natural Content,i choose foods for ecologicalsustainability reasons,2
663127d07fb81f5532bcfdad,Ethical Concern,i choose foods for ethical or religious reasons,1
663127d07fb81f5532bcfdad,Familiarity,i choose foods that are familiartraditional,2
663127d07fb81f5532bcfdad,Price,i choose foods based on price,2
663127d07fb81f5532bcfdad,Mood,i choose foods that improve my mood,2
5d8e154af2858200171fdb95,Health,i choose foods because they keep me healthy,3
5d8e154af2858200171fdb95,Weight Control,i choose foods that help me control my weight,2
5d8e154af2858200171fdb95,Convenience,i choose foods that are convenient to prepare,3
5d8e154af2858200171fdb95,Sensory Appeal,i choose foods for their taste,4
5d8e154af2858200171fdb95,Natural Content,i choose foods for ecologicalsustainability reasons,3
5d8e154af2858200171fdb95,Ethical Concern,i choose foods for ethical or religious reasons,1
5d8e154af2858200171fdb95,Familiarity,i choose foods that are familiartraditional,1
5d8e154af2858200171fdb95,Price,i choose foods based on price,2
5d8e154af2858200171fdb95,Mood,i choose foods that improve my mood,3
5d68c8aa40524c00189e8ac2,Health,i choose foods because they keep me healthy,4
5d68c8aa40524c00189e8ac2,Weight Control,i choose foods that help me control my weight,2
5d68c8aa40524c00189e8ac2,Convenience,i choose foods that are convenient to prepare,4
5d68c8aa40524c00189e8ac2,Sensory Appeal,i choose foods for their taste,2
5d68c8aa40524c00189e8ac2,Natural Content,i choose foods for ecologicalsustainability reasons,2
5d68c8aa40524c00189e8ac2,Ethical Concern,i choose foods for ethical or religious reasons,1
5d68c8aa40524c00189e8ac2,Familiarity,i choose foods that are familiartraditional,2
5d68c8aa40524c00189e8ac2,Price,i choose foods based on price,4
5d68c8aa40524c00189e8ac2,Mood,i choose foods that improve my mood,1
6973787904f12ab3625246d4,Health,i choose foods because they keep me healthy,Not very important
6973787904f12ab3625246d4,Weight Control,i choose foods that help me control my weight,Not very important
6973787904f12ab3625246d4,Convenience,i choose foods that are convenient to prepare,3
6973787904f12ab3625246d4,Sensory Appeal,i choose foods for their taste,4
6973787904f12ab3625246d4,Natural Content,i choose foods for ecologicalsustainability reasons,Not at all important
6973787904f12ab3625246d4,Ethical Concern,i choose foods for ethical or religious reasons,Not at all important
6973787904f12ab3625246d4,Familiarity,i choose foods that are familiartraditional,3
6973787904f12ab3625246d4,Price,i choose foods based on price,4
6973787904f12ab3625246d4,Mood,i choose foods that improve my mood,4
6957fb3285723e36cb27fbac,Health,i choose foods because they keep me healthy,3
6957fb3285723e36cb27fbac,Weight Control,i choose foods that help me control my weight,2
6957fb3285723e36cb27fbac,Convenience,i choose foods that are convenient to prepare,3
6957fb3285723e36cb27fbac,Sensory Appeal,i choose foods for their taste,4
6957fb3285723e36cb27fbac,Natural Content,i choose foods for ecologicalsustainability reasons,2
6957fb3285723e36cb27fbac,Ethical Concern,i choose foods for ethical or religious reasons,2
6957fb3285723e36cb27fbac,Familiarity,i choose foods that are familiartraditional,3
6957fb3285723e36cb27fbac,Price,i choose foods based on price,3
6957fb3285723e36cb27fbac,Mood,i choose foods that improve my mood,4
66d1fdd400acfdbc181f41e0,Health,i choose foods because they keep me healthy,3
66d1fdd400acfdbc181f41e0,Weight Control,i choose foods that help me control my weight,3
66d1fdd400acfdbc181f41e0,Convenience,i choose foods that are convenient to prepare,1
66d1fdd400acfdbc181f41e0,Sensory Appeal,i choose foods for their taste,3
66d1fdd400acfdbc181f41e0,Natural Content,i choose foods for ecologicalsustainability reasons,2
66d1fdd400acfdbc181f41e0,Ethical Concern,i choose foods for ethical or religious reasons,1
66d1fdd400acfdbc181f41e0,Familiarity,i choose foods that are familiartraditional,2
66d1fdd400acfdbc181f41e0,Price,i choose foods based on price,2
66d1fdd400acfdbc181f41e0,Mood,i choose foods that improve my mood,1
60eb397be9b7668b4eb18a07,Health,i choose foods because they keep me healthy,2
60eb397be9b7668b4eb18a07,Weight Control,i choose foods that help me control my weight,3
60eb397be9b7668b4eb18a07,Convenience,i choose foods that are convenient to prepare,1
60eb397be9b7668b4eb18a07,Sensory Appeal,i choose foods for their taste,3
60eb397be9b7668b4eb18a07,Natural Content,i choose foods for ecologicalsustainability reasons,2
60eb397be9b7668b4eb18a07,Ethical Concern,i choose foods for ethical or religious reasons,1
60eb397be9b7668b4eb18a07,Familiarity,i choose foods that are familiartraditional,3
60eb397be9b7668b4eb18a07,Price,i choose foods based on price,2
60eb397be9b7668b4eb18a07,Mood,i choose foods that improve my mood,1
6112cf0b9c1cf4219c5c2675,Health,i choose foods because they keep me healthy,3
6112cf0b9c1cf4219c5c2675,Weight Control,i choose foods that help me control my weight,2
6112cf0b9c1cf4219c5c2675,Convenience,i choose foods that are convenient to prepare,3
6112cf0b9c1cf4219c5c2675,Sensory Appeal,i choose foods for their taste,3
6112cf0b9c1cf4219c5c2675,Natural Content,i choose foods for ecologicalsustainability reasons,2
6112cf0b9c1cf4219c5c2675,Ethical Concern,i choose foods for ethical or religious reasons,1
6112cf0b9c1cf4219c5c2675,Familiarity,i choose foods that are familiartraditional,2
6112cf0b9c1cf4219c5c2675,Price,i choose foods based on price,3
6112cf0b9c1cf4219c5c2675,Mood,i choose foods that improve my mood,2
generated-e5b85dbd-46f7-4bd0-a3c0-677120b25e4d,Health,i choose foods because they keep me healthy,3
generated-e5b85dbd-46f7-4bd0-a3c0-677120b25e4d,Weight Control,i choose foods that help me control my weight,3
generated-e5b85dbd-46f7-4bd0-a3c0-677120b25e4d,Convenience,i choose foods that are convenient to prepare,4
generated-e5b85dbd-46f7-4bd0-a3c0-677120b25e4d,Sensory Appeal,i choose foods for their taste,4
generated-e5b85dbd-46f7-4bd0-a3c0-677120b25e4d,Natural Content,i choose foods for ecologicalsustainability reasons,1
generated-e5b85dbd-46f7-4bd0-a3c0-677120b25e4d,Ethical Concern,i choose foods for ethical or religious reasons,1
generated-e5b85dbd-46f7-4bd0-a3c0-677120b25e4d,Familiarity,i choose foods that are familiartraditional,4
generated-e5b85dbd-46f7-4bd0-a3c0-677120b25e4d,Price,i choose foods based on price,2
generated-e5b85dbd-46f7-4bd0-a3c0-677120b25e4d,Mood,i choose foods that improve my mood,2
67f864f1b7ea815cc3583637,Health,i choose foods because they keep me healthy,4
67f864f1b7ea815cc3583637,Weight Control,i choose foods that help me control my weight,4
67f864f1b7ea815cc3583637,Convenience,i choose foods that are convenient to prepare,3
67f864f1b7ea815cc3583637,Sensory Appeal,i choose foods for their taste,3
67f864f1b7ea815cc3583637,Natural Content,i choose foods for ecologicalsustainability reasons,3
67f864f1b7ea815cc3583637,Ethical Concern,i choose foods for ethical or religious reasons,3
67f864f1b7ea815cc3583637,Familiarity,i choose foods that are familiartraditional,3
67f864f1b7ea815cc3583637,Price,i choose foods based on price,3
67f864f1b7ea815cc3583637,Mood,i choose foods that improve my mood,3
5f1088e27a43fe0c64ca5814,Health,i choose foods because they keep me healthy,3
5f1088e27a43fe0c64ca5814,Weight Control,i choose foods that help me control my weight,3
5f1088e27a43fe0c64ca5814,Convenience,i choose foods that are convenient to prepare,2
5f1088e27a43fe0c64ca5814,Sensory Appeal,i choose foods for their taste,3
5f1088e27a43fe0c64ca5814,Natural Content,i choose foods for ecologicalsustainability reasons,2
5f1088e27a43fe0c64ca5814,Ethical Concern,i choose foods for ethical or religious reasons,1
5f1088e27a43fe0c64ca5814,Familiarity,i choose foods that are familiartraditional,2
5f1088e27a43fe0c64ca5814,Price,i choose foods based on price,2
5f1088e27a43fe0c64ca5814,Mood,i choose foods that improve my mood,2
66758888b7b775b5c2d18658,Health,i choose foods because they keep me healthy,4
66758888b7b775b5c2d18658,Weight Control,i choose foods that help me control my weight,3
66758888b7b775b5c2d18658,Convenience,i choose foods that are convenient to prepare,3
66758888b7b775b5c2d18658,Sensory Appeal,i choose foods for their taste,4
66758888b7b775b5c2d18658,Natural Content,i choose foods for ecologicalsustainability reasons,4
66758888b7b775b5c2d18658,Ethical Concern,i choose foods for ethical or religious reasons,3
66758888b7b775b5c2d18658,Familiarity,i choose foods that are familiartraditional,2
66758888b7b775b5c2d18658,Price,i choose foods based on price,3
66758888b7b775b5c2d18658,Mood,i choose foods that improve my mood,3
6927796cb19889d2ee0288ab,Health,i choose foods because they keep me healthy,3
6927796cb19889d2ee0288ab,Weight Control,i choose foods that help me control my weight,2
6927796cb19889d2ee0288ab,Convenience,i choose foods that are convenient to prepare,2
6927796cb19889d2ee0288ab,Sensory Appeal,i choose foods for their taste,3
6927796cb19889d2ee0288ab,Natural Content,i choose foods for ecologicalsustainability reasons,2
6927796cb19889d2ee0288ab,Ethical Concern,i choose foods for ethical or religious reasons,2
6927796cb19889d2ee0288ab,Familiarity,i choose foods that are familiartraditional,2
6927796cb19889d2ee0288ab,Price,i choose foods based on price,2
6927796cb19889d2ee0288ab,Mood,i choose foods that improve my mood,2
6966794bfea4f5bad847be14,Health,i choose foods because they keep me healthy,2
6966794bfea4f5bad847be14,Weight Control,i choose foods that help me control my weight,2
6966794bfea4f5bad847be14,Convenience,i choose foods that are convenient to prepare,4
6966794bfea4f5bad847be14,Sensory Appeal,i choose foods for their taste,4
6966794bfea4f5bad847be14,Natural Content,i choose foods for ecologicalsustainability reasons,1
6966794bfea4f5bad847be14,Ethical Concern,i choose foods for ethical or religious reasons,1
6966794bfea4f5bad847be14,Familiarity,i choose foods that are familiartraditional,3
6966794bfea4f5bad847be14,Price,i choose foods based on price,3
6966794bfea4f5bad847be14,Mood,i choose foods that improve my mood,3
58106d17a513590001b1ec9e,Health,i choose foods because they keep me healthy,3
58106d17a513590001b1ec9e,Weight Control,i choose foods that help me control my weight,1
58106d17a513590001b1ec9e,Convenience,i choose foods that are convenient to prepare,2
58106d17a513590001b1ec9e,Sensory Appeal,i choose foods for their taste,4
58106d17a513590001b1ec9e,Natural Content,i choose foods for ecologicalsustainability reasons,2
58106d17a513590001b1ec9e,Ethical Concern,i choose foods for ethical or religious reasons,1
58106d17a513590001b1ec9e,Familiarity,i choose foods that are familiartraditional,4
58106d17a513590001b1ec9e,Price,i choose foods based on price,2
58106d17a513590001b1ec9e,Mood,i choose foods that improve my mood,3
615d8873c11a1982c8838b54,Health,i choose foods because they keep me healthy,3
615d8873c11a1982c8838b54,Weight Control,i choose foods that help me control my weight,2
615d8873c11a1982c8838b54,Convenience,i choose foods that are convenient to prepare,3
615d8873c11a1982c8838b54,Sensory Appeal,i choose foods for their taste,4
615d8873c11a1982c8838b54,Natural Content,i choose foods for ecologicalsustainability reasons,3
615d8873c11a1982c8838b54,Ethical Concern,i choose foods for ethical or religious reasons,1
615d8873c11a1982c8838b54,Familiarity,i choose foods that are familiartraditional,3
615d8873c11a1982c8838b54,Price,i choose foods based on price,3
615d8873c11a1982c8838b54,Mood,i choose foods that improve my mood,3
5cae3bdf3f4c8f0017ef8902,Health,i choose foods because they keep me healthy,2
5cae3bdf3f4c8f0017ef8902,Weight Control,i choose foods that help me control my weight,1
5cae3bdf3f4c8f0017ef8902,Convenience,i choose foods that are convenient to prepare,4
5cae3bdf3f4c8f0017ef8902,Sensory Appeal,i choose foods for their taste,3
5cae3bdf3f4c8f0017ef8902,Natural Content,i choose foods for ecologicalsustainability reasons,2
5cae3bdf3f4c8f0017ef8902,Ethical Concern,i choose foods for ethical or religious reasons,4
5cae3bdf3f4c8f0017ef8902,Familiarity,i choose foods that are familiartraditional,1
5cae3bdf3f4c8f0017ef8902,Price,i choose foods based on price,3
5cae3bdf3f4c8f0017ef8902,Mood,i choose foods that improve my mood,2
66c764bb87f9e57e31bb6901,Health,i choose foods because they keep me healthy,3
66c764bb87f9e57e31bb6901,Weight Control,i choose foods that help me control my weight,1
66c764bb87f9e57e31bb6901,Convenience,i choose foods that are convenient to prepare,1
66c764bb87f9e57e31bb6901,Sensory Appeal,i choose foods for their taste,4
66c764bb87f9e57e31bb6901,Natural Content,i choose foods for ecologicalsustainability reasons,3
66c764bb87f9e57e31bb6901,Ethical Concern,i choose foods for ethical or religious reasons,1
66c764bb87f9e57e31bb6901,Familiarity,i choose foods that are familiartraditional,2
66c764bb87f9e57e31bb6901,Price,i choose foods based on price,2
66c764bb87f9e57e31bb6901,Mood,i choose foods that improve my mood,1
6929cf1f205ef4e036637910,Health,i choose foods because they keep me healthy,3
6929cf1f205ef4e036637910,Weight Control,i choose foods that help me control my weight,3
6929cf1f205ef4e036637910,Convenience,i choose foods that are convenient to prepare,3
6929cf1f205ef4e036637910,Sensory Appeal,i choose foods for their taste,4
6929cf1f205ef4e036637910,Natural Content,i choose foods for ecologicalsustainability reasons,2
6929cf1f205ef4e036637910,Ethical Concern,i choose foods for ethical or religious reasons,1
6929cf1f205ef4e036637910,Familiarity,i choose foods that are familiartraditional,2
6929cf1f205ef4e036637910,Price,i choose foods based on price,3
6929cf1f205ef4e036637910,Mood,i choose foods that improve my mood,3
5ce2f6723f8060000109feab,Health,i choose foods because they keep me healthy,3
5ce2f6723f8060000109feab,Weight Control,i choose foods that help me control my weight,2
5ce2f6723f8060000109feab,Convenience,i choose foods that are convenient to prepare,2
5ce2f6723f8060000109feab,Sensory Appeal,i choose foods for their taste,4
5ce2f6723f8060000109feab,Natural Content,i choose foods for ecologicalsustainability reasons,3
5ce2f6723f8060000109feab,Ethical Concern,i choose foods for ethical or religious reasons,1
5ce2f6723f8060000109feab,Familiarity,i choose foods that are familiartraditional,1
5ce2f6723f8060000109feab,Price,i choose foods based on price,3
5ce2f6723f8060000109feab,Mood,i choose foods that improve my mood,2
5c1021a547d07800011a23de,Health,i choose foods because they keep me healthy,3
5c1021a547d07800011a23de,Weight Control,i choose foods that help me control my weight,3
5c1021a547d07800011a23de,Convenience,i choose foods that are convenient to prepare,4
5c1021a547d07800011a23de,Sensory Appeal,i choose foods for their taste,4
5c1021a547d07800011a23de,Natural Content,i choose foods for ecologicalsustainability reasons,1
5c1021a547d07800011a23de,Ethical Concern,i choose foods for ethical or religious reasons,1
5c1021a547d07800011a23de,Familiarity,i choose foods that are familiartraditional,2
5c1021a547d07800011a23de,Price,i choose foods based on price,2
5c1021a547d07800011a23de,Mood,i choose foods that improve my mood,1
5fdcccb40c041e2aaf45eae1,Health,i choose foods because they keep me healthy,3
5fdcccb40c041e2aaf45eae1,Weight Control,i choose foods that help me control my weight,4
5fdcccb40c041e2aaf45eae1,Convenience,i choose foods that are convenient to prepare,3
5fdcccb40c041e2aaf45eae1,Sensory Appeal,i choose foods for their taste,4
5fdcccb40c041e2aaf45eae1,Natural Content,i choose foods for ecologicalsustainability reasons,2
5fdcccb40c041e2aaf45eae1,Ethical Concern,i choose foods for ethical or religious reasons,1
5fdcccb40c041e2aaf45eae1,Familiarity,i choose foods that are familiartraditional,3
5fdcccb40c041e2aaf45eae1,Price,i choose foods based on price,3
5fdcccb40c041e2aaf45eae1,Mood,i choose foods that improve my mood,4
66e0c0a1fab28ce6352ae19c,Health,i choose foods because they keep me healthy,2
66e0c0a1fab28ce6352ae19c,Weight Control,i choose foods that help me control my weight,1
66e0c0a1fab28ce6352ae19c,Convenience,i choose foods that are convenient to prepare,3
66e0c0a1fab28ce6352ae19c,Sensory Appeal,i choose foods for their taste,4
66e0c0a1fab28ce6352ae19c,Natural Content,i choose foods for ecologicalsustainability reasons,1
66e0c0a1fab28ce6352ae19c,Ethical Concern,i choose foods for ethical or religious reasons,1
66e0c0a1fab28ce6352ae19c,Familiarity,i choose foods that are familiartraditional,4
66e0c0a1fab28ce6352ae19c,Price,i choose foods based on price,3
66e0c0a1fab28ce6352ae19c,Mood,i choose foods that improve my mood,3
